v1,v2,,,
NOT SPAM,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
SPAM,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",,,
NOT SPAM,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,,,
NOT SPAM,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",,,
NOT SPAM,You made my day. Do have a great day too.,,,
NOT SPAM,K.k:)advance happy pongal.,,,
NOT SPAM,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",,,
NOT SPAM,"Not really dude, have no friends i'm afraid :(",,,
SPAM,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
NOT SPAM,"Coffee cake, i guess...",,,
NOT SPAM,"Merry Christmas to you too babe, i love ya *kisses*",,,
NOT SPAM,Hey... Why dont we just go watch x men and have lunch... Haha ,,,
NOT SPAM,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,,,
NOT SPAM,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
NOT SPAM,No problem. How are you doing?,,,
NOT SPAM,No calls..messages..missed calls,,,
NOT SPAM,Hi da:)how is the todays class?,,,
NOT SPAM,"I'd say that's a good sign but, well, you know my track record at reading women",,,
NOT SPAM,"Cool, text me when you're parked",,,
NOT SPAM,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
NOT SPAM,K.k:)apo k.good movie.,,,
NOT SPAM,Maybe i could get book out tomo then return it immediately ..? Or something.,,,
SPAM,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,,,
NOT SPAM,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,,,
SPAM,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,,,
NOT SPAM,"Ta-Daaaaa! I am home babe, are you still up ?",,,
NOT SPAM,Cool. So how come you havent been wined and dined before?,,,
NOT SPAM,Just sleeping..and surfing,,,
NOT SPAM,"Sorry, I'll call later",,,
NOT SPAM,U calling me right? Call my hand phone...,,,
NOT SPAM,Ok that's great thanx a lot.,,,
NOT SPAM,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,,,
NOT SPAM,Where u been hiding stranger?,,,
NOT SPAM,Am not interested to do like that.,,,
NOT SPAM,My sister cleared two round in birla soft yesterday.,,,
NOT SPAM,Gudnite....tc...practice going on,,,
NOT SPAM,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,
NOT SPAM,One small prestige problem now.,,,
SPAM,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,
NOT SPAM,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,,,
NOT SPAM,"Nah can't help you there, I've never had an iphone",,,
NOT SPAM,If you're not in my car in an hour and a half I'm going apeshit,,,
NOT SPAM,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
NOT SPAM,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,,,
NOT SPAM,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,
NOT SPAM,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",,,
SPAM,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
SPAM,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,
NOT SPAM,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",,,
NOT SPAM,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",,,
NOT SPAM,Ha ha cool cool chikku chikku:-):-DB-),,,
NOT SPAM,Oh ok no prob..,,,
NOT SPAM,Check audrey's status right now,,,
NOT SPAM,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,
NOT SPAM,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,,
NOT SPAM,Well i know Z will take care of me. So no worries.,,,
SPAM,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",,,
SPAM,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
NOT SPAM,Wat uniform? In where get?,,,
NOT SPAM,"Cool, text me when you're ready",,,
NOT SPAM,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",,,
NOT SPAM,I will spoil you in bed as well :),,,
NOT SPAM,I'm going for bath will msg you next  &lt;#&gt;  min..,,,
NOT SPAM,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,,,
SPAM,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",,,
NOT SPAM,Can you say what happen,,,
NOT SPAM,You could have seen me..i did't recognise you Face.:),,,
NOT SPAM,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,,,
NOT SPAM,Keep my payasam there if rinu brings,,,
NOT SPAM,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,
NOT SPAM,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",,,
NOT SPAM,"Yeah sure, give me a couple minutes to track down my wallet",,,
NOT SPAM,Hey leave it. not a big deal:-) take care.,,,
NOT SPAM,Hey i will be late ah... Meet you at 945+,,,
SPAM,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,
NOT SPAM,It took Mr owl 3 licks,,,
NOT SPAM,Customer place i will call you.,,,
NOT SPAM,Mm that time you dont like fun,,,
SPAM,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
NOT SPAM,Yup having my lunch buffet now.. U eat already?,,,
NOT SPAM,Huh so late... Fr dinner?,,,
NOT SPAM,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,
NOT SPAM,Morning only i can ok.,,,
NOT SPAM,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,,,
NOT SPAM,Pick you up bout 7.30ish? What time are  and that going?,,,
NOT SPAM,From here after The performance award is calculated every two month.not for current one month period..,,,
NOT SPAM,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,,,
NOT SPAM,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",,,
NOT SPAM,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,
NOT SPAM,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,
SPAM,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",,,
NOT SPAM,Dear how is chechi. Did you talk to her,,,
NOT SPAM,The hair cream has not been shipped.,,,
NOT SPAM,None of that's happening til you get here though,,,
NOT SPAM,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",,,
NOT SPAM,"Haha get used to driving to usf man, I know a lot of stoners",,,
NOT SPAM,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
NOT SPAM,Hello! Good week? Fancy a drink or something later?,,,
NOT SPAM,Headin towards busetop,,,
NOT SPAM,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
NOT SPAM,Come by our room at some point so we can iron out the plan for this weekend,,,
NOT SPAM,Cos i want it to be your thing,,,
NOT SPAM,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",,,
NOT SPAM,Bring home some Wendy =D,,,
SPAM,100 dating service cal;l 09064012103 box334sk38ch,,,
NOT SPAM,Whatsup there. Dont u want to sleep,,,
NOT SPAM,Alright i have a new goal now,,,
SPAM,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
NOT SPAM,"Alright, I'll head out in a few minutes, text me where to meet you",,,
SPAM,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
NOT SPAM,Yes:)from last week itself i'm taking live call.,,,
SPAM,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,,,
NOT SPAM,Siva is in hostel aha:-.,,,
SPAM,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,,,
NOT SPAM,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,
NOT SPAM,Ok. She'll be ok. I guess,,,
NOT SPAM,aathi..where are you dear..,,,
NOT SPAM,Any pain on urination any thing else?,,,
NOT SPAM,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,,,
NOT SPAM,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
NOT SPAM,At home watching tv lor.,,,
NOT SPAM,Does she usually take fifteen fucking minutes to respond to a yes or no question,,,
SPAM,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,,,
NOT SPAM,Booked ticket for pongal?,,,
NOT SPAM,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,,,
NOT SPAM,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,
NOT SPAM,"Ask g or iouri, I've told the story like ten times already",,,
NOT SPAM,How long does applebees fucking take,,,
NOT SPAM,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",,,
NOT SPAM,But i have to. I like to have love and arrange.,,,
NOT SPAM,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
NOT SPAM,You were supposed to wake ME up &gt;:(,,,
NOT SPAM,Oic... I saw him too but i tot he din c me... I found a group liao...,,,
NOT SPAM,"Sorry, I'll call later",,,
NOT SPAM,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,
NOT SPAM,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",,,
NOT SPAM,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",,,
NOT SPAM,I wont get concentration dear you know you are my mind and everything :-),,,
NOT SPAM,LOL ... Have you made plans for new years?,,,
NOT SPAM,10 min later k...,,,
NOT SPAM,hanks lotsly!,,,
NOT SPAM,Thanks for this hope you had a good day today,,,
NOT SPAM,K:)k:)what are detail you want to transfer?acc no enough?,,,
NOT SPAM,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,
SPAM,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
NOT SPAM,Si si. I think ill go make those oreo truffles.,,,
NOT SPAM,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",,,
NOT SPAM,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,,,
NOT SPAM,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,
NOT SPAM,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,,,
NOT SPAM,Where did u go? My phone is gonna die you have to stay in here,,,
NOT SPAM,Great. Never been better. Each day gives even more reasons to thank God,,,
SPAM,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,
